date,demand_mgd,temperature_c,humidity_pct,rainfall_mm,day_of_week,month,is_public_holiday,is_festival,population_thousands,season,reservoir_storage_pct,groundwater_level_m
2023-10-23,130.668,20.26,70.5,0.47,0,10,0,0,835.87,autumn,32.72,29.37
2023-10-24,132.248,20.44,61.42,0.32,1,10,0,0,836.25,autumn,41.58,28.85
2023-10-25,130.462,19.44,72.5,0.24,2,10,0,0,836.49,autumn,37.31,29.49
2023-10-26,132.15,17.36,72.3,0.14,3,10,0,0,836.71,autumn,34.41,28.78
2023-10-27,131.595,20.49,77.55,0.39,4,10,0,0,835.05,autumn,36.96,29.21
2023-10-28,139.686,22.59,78.26,0.55,5,10,1,0,834.92,autumn,29.19,29.22
2023-10-29,136.877,17.7,73.33,0.38,6,10,0,0,835.63,autumn,33.91,30.14
2023-10-30,132.305,21.3,69.82,0.42,0,10,0,0,835.61,autumn,37.43,29.46
2023-10-31,131.289,19.51,74.75,2.06,1,10,0,0,835.98,autumn,40.02,28.97
2023-11-01,129.005,20.98,62.36,1.59,2,11,0,0,837.32,autumn,31.83,29.49
2023-11-02,136.336,19.49,64.99,0.29,3,11,0,1,836.57,autumn,36.68,30.08
2023-11-03,133.06,20.57,69.93,0.17,4,11,0,0,836.99,autumn,41.03,28.57
2023-11-04,137.552,23.02,62.21,4.64,5,11,0,0,835.62,autumn,33.83,28.89
2023-11-05,133.732,21.95,69.03,0.07,6,11,0,0,836.44,autumn,39.06,29.14
2023-11-06,134.854,23.67,68.39,0.68,0,11,0,0,837.54,autumn,38.77,29.07
2023-11-07,132.675,22.84,60.23,1.01,1,11,0,0,837.6,autumn,43.91,29.11
2023-11-08,128.517,21.73,69.87,0.01,2,11,0,0,836.34,autumn,38.28,28.72
2023-11-09,125.745,23.69,68.49,1.74,3,11,0,0,837.28,autumn,38.67,29.81
2023-11-10,126.782,21.73,65.51,0.35,4,11,0,0,839.37,autumn,41.96,28.68
2023-11-11,134.058,22.31,61.19,0.64,5,11,0,0,837.21,autumn,35.63,29.18
2023-11-12,135.989,20.63,60.7,0.1,6,11,0,0,836.59,autumn,39.17,29.68
2023-11-13,133.603,21.17,62.31,1.85,0,11,0,0,837.17,autumn,38.69,29.25
2023-11-14,130.282,20.03,67.71,1.01,1,11,0,0,837.49,autumn,39.87,28.88
2023-11-15,129.479,22.56,60.22,0.59,2,11,0,0,837.3,autumn,43.07,28.73
2023-11-16,128.958,19.3,67.19,0.22,3,11,0,0,837.47,autumn,42.43,29.18
2023-11-17,130.95,22.25,58.79,0.65,4,11,0,0,836.11,autumn,38.76,28.98
2023-11-18,135.015,20.79,63.98,0.74,5,11,0,0,836.65,autumn,41.67,29.37
2023-11-19,134.926,22.83,65.55,2.17,6,11,0,0,837.52,autumn,45.98,28.73
2023-11-20,133.692,22.2,77.23,0.08,0,11,0,0,837.56,autumn,39.27,29.62
2023-11-21,132.146,23.8,58.11,0.36,1,11,0,0,837.21,autumn,42.46,29.34
2023-11-22,129.966,22.17,72.36,0.15,2,11,0,0,837.66,autumn,41.71,29.38
2023-11-23,128.871,18.71,65.75,0.19,3,11,0,0,837.95,autumn,42.37,29.88
2023-11-24,131.616,20.97,67.06,1.66,4,11,0,0,838.83,autumn,37.94,29.13
2023-11-25,134.019,19.31,65.59,0.06,5,11,0,0,837.9,autumn,47.34,29.02
2023-11-26,134.238,20.29,67.22,0.95,6,11,0,0,838.45,autumn,41.06,29.1
2023-11-27,133.866,23.34,64.23,1.96,0,11,0,0,837.57,autumn,46.74,29.24
2023-11-28,135.46,22.03,72.27,0.01,1,11,0,0,838.73,autumn,42.09,29.29
2023-11-29,132.581,20.02,62.72,0.16,2,11,0,0,838.59,autumn,42.36,29.0
2023-11-30,132.416,19.55,70.66,0.25,3,11,0,0,839.14,autumn,48.17,28.52
2023-12-01,134.734,24.05,51.78,0.07,4,12,0,0,839.04,winter,47.81,29.11
2023-12-02,136.064,22.18,54.7,0.04,5,12,0,0,838.97,winter,45.75,29.48
2023-12-03,145.795,22.99,49.64,0.16,6,12,0,1,838.34,winter,47.71,29.4
2023-12-04,135.66,24.47,57.28,0.12,0,12,0,0,838.74,winter,44.86,29.83
2023-12-05,133.951,25.73,62.23,0.67,1,12,0,0,839.61,winter,46.01,30.13
2023-12-06,132.731,24.91,54.61,0.67,2,12,0,0,837.95,winter,44.36,29.66
2023-12-07,130.999,20.56,54.02,0.7,3,12,0,0,838.03,winter,49.37,29.91
2023-12-08,131.391,24.46,49.43,1.65,4,12,0,0,838.89,winter,44.89,29.67
2023-12-09,136.011,24.11,53.85,0.05,5,12,0,0,839.18,winter,51.74,30.05
2023-12-10,139.555,24.62,47.04,0.4,6,12,0,0,838.0,winter,46.66,30.11
2023-12-11,136.26,26.42,50.44,0.36,0,12,0,0,838.8,winter,47.99,29.76
2023-12-12,129.602,20.91,56.13,1.71,1,12,0,0,838.84,winter,50.53,29.66
2023-12-13,129.919,23.11,61.6,0.14,2,12,0,0,836.77,winter,48.65,29.3
2023-12-14,128.952,24.89,69.05,0.82,3,12,0,0,838.82,winter,48.01,29.37
2023-12-15,131.311,21.63,52.07,0.12,4,12,0,0,838.94,winter,49.14,29.26
2023-12-16,137.526,26.21,62.18,0.05,5,12,0,0,838.99,winter,52.24,29.64
2023-12-17,139.035,24.55,56.22,0.57,6,12,0,0,840.62,winter,47.9,29.11
2023-12-18,134.211,25.27,54.24,0.56,0,12,0,0,838.04,winter,49.85,29.33
2023-12-19,132.891,23.14,57.16,1.9,1,12,0,0,838.49,winter,50.59,28.47
2023-12-20,132.535,25.22,55.31,0.07,2,12,0,0,836.76,winter,53.49,30.1
2023-12-21,131.476,25.6,55.55,0.26,3,12,0,0,838.94,winter,50.94,29.33
2023-12-22,133.414,24.35,52.96,1.43,4,12,0,0,839.08,winter,57.0,29.6
2023-12-23,138.801,24.35,48.01,0.51,5,12,0,0,839.02,winter,51.44,30.01
2023-12-24,140.879,24.41,47.28,0.86,6,12,0,0,840.7,winter,51.54,29.55
2023-12-25,134.199,22.7,58.27,0.07,0,12,0,0,840.5,winter,52.08,30.01
2023-12-26,135.379,23.78,53.62,0.01,1,12,0,0,839.78,winter,48.99,28.94
2023-12-27,133.16,23.77,52.02,0.39,2,12,0,0,839.38,winter,50.17,30.4
2023-12-28,134.348,24.58,55.04,0.22,3,12,0,0,840.83,winter,52.03,29.88
2023-12-29,132.662,25.5,58.97,0.65,4,12,0,0,839.84,winter,57.38,29.53
2023-12-30,135.55,22.41,55.9,0.98,5,12,0,0,839.1,winter,54.21,30.02
2023-12-31,133.499,23.81,51.72,1.49,6,12,0,0,838.26,winter,53.2,28.99
2024-01-01,134.531,30.22,51.13,1.54,0,1,0,0,839.59,winter,58.68,29.34
2024-01-02,134.494,26.88,52.9,0.72,1,1,0,0,840.84,winter,60.0,30.04
2024-01-03,133.993,26.77,47.47,0.06,2,1,0,0,842.41,winter,59.45,28.72
2024-01-04,137.95,28.3,49.87,0.23,3,1,0,0,840.25,winter,53.47,29.7
2024-01-05,134.741,29.27,51.21,0.47,4,1,0,0,839.48,winter,54.89,29.69
2024-01-06,137.608,28.02,50.65,1.68,5,1,0,0,839.12,winter,62.16,30.27
2024-01-07,139.335,29.99,48.07,0.01,6,1,0,0,840.91,winter,57.79,28.85
2024-01-08,136.228,29.29,47.99,0.95,0,1,0,0,838.65,winter,56.6,30.13
2024-01-09,145.596,29.26,47.6,0.19,1,1,0,1,841.02,winter,59.9,29.27
2024-01-10,142.063,28.83,39.51,0.09,2,1,0,0,841.34,winter,61.11,29.32
2024-01-11,137.878,31.49,48.5,0.07,3,1,0,0,841.01,winter,56.71,29.01
2024-01-12,135.398,27.69,38.22,0.32,4,1,0,0,840.41,winter,59.42,29.07
2024-01-13,136.353,24.99,41.03,1.48,5,1,0,0,841.25,winter,61.88,29.67
2024-01-14,142.374,30.41,51.52,0.73,6,1,0,0,840.91,winter,55.96,29.07
2024-01-15,139.129,27.31,49.2,1.11,0,1,0,0,840.02,winter,59.81,29.81
2024-01-16,136.382,28.16,52.44,0.56,1,1,0,0,842.7,winter,56.76,29.25
2024-01-17,134.353,29.96,43.64,0.42,2,1,0,0,840.55,winter,57.49,29.04
2024-01-18,131.833,25.6,39.24,3.19,3,1,0,0,841.74,winter,59.08,29.32
2024-01-19,133.609,26.12,43.8,1.1,4,1,0,0,838.6,winter,62.53,29.67
2024-01-20,138.562,25.6,45.51,1.37,5,1,0,0,842.35,winter,60.46,29.43
2024-01-21,136.836,26.81,45.39,0.0,6,1,0,0,842.59,winter,59.81,29.55
2024-01-22,135.455,28.66,50.67,0.03,0,1,0,0,841.21,winter,62.23,29.82
2024-01-23,138.572,28.79,43.19,0.58,1,1,0,0,841.79,winter,58.95,29.98
2024-01-24,135.958,28.41,46.76,1.4,2,1,0,0,841.85,winter,64.0,29.43
2024-01-25,137.263,25.88,40.06,0.77,3,1,0,0,840.7,winter,66.42,29.14
2024-01-26,135.861,24.53,47.25,0.0,4,1,0,0,841.95,winter,63.11,29.59
2024-01-27,137.63,28.08,45.02,0.83,5,1,0,0,840.65,winter,63.05,29.75
2024-01-28,139.284,27.29,41.25,0.97,6,1,0,0,840.9,winter,65.08,28.98
2024-01-29,136.523,28.69,43.82,2.6,0,1,0,0,842.69,winter,58.19,29.22
2024-01-30,134.669,29.05,44.08,0.0,1,1,0,0,842.59,winter,66.19,29.29
2024-01-31,133.413,28.21,43.65,0.06,2,1,0,0,840.97,winter,74.18,29.5
2024-02-01,138.645,33.14,46.54,1.16,3,2,0,0,840.99,winter,64.81,29.28
2024-02-02,144.599,32.34,37.19,0.69,4,2,0,1,841.14,winter,65.11,29.87
2024-02-03,146.272,32.8,36.46,0.29,5,2,0,0,842.57,winter,67.99,28.95
2024-02-04,144.044,30.94,27.19,0.41,6,2,0,0,840.89,winter,70.98,28.96
2024-02-05,140.131,31.73,33.21,0.48,0,2,0,0,842.3,winter,69.26,29.47
2024-02-06,139.838,32.3,36.36,1.5,1,2,0,0,842.75,winter,60.15,29.53
2024-02-07,138.02,33.23,34.25,1.18,2,2,0,0,841.97,winter,68.58,29.03
2024-02-08,138.128,31.41,44.59,0.41,3,2,0,0,843.12,winter,74.89,29.37
2024-02-09,134.974,32.78,36.85,0.36,4,2,0,0,841.86,winter,69.31,29.46
2024-02-10,141.194,31.6,44.12,0.3,5,2,0,0,842.01,winter,64.24,29.46
2024-02-11,138.844,31.82,37.99,0.53,6,2,0,0,841.3,winter,68.82,29.68
2024-02-12,143.556,33.24,37.87,0.95,0,2,1,0,843.35,winter,64.39,29.36
2024-02-13,140.089,29.01,37.24,0.82,1,2,0,0,841.62,winter,72.19,30.22
2024-02-14,138.932,30.06,37.7,1.34,2,2,0,0,842.79,winter,65.87,29.83
2024-02-15,134.869,29.78,46.27,0.56,3,2,0,0,842.43,winter,69.21,29.32
2024-02-16,134.321,28.5,26.08,0.64,4,2,0,0,841.5,winter,66.66,29.68
2024-02-17,139.654,30.98,27.67,0.38,5,2,0,0,842.0,winter,67.83,29.7
2024-02-18,143.012,33.12,34.96,1.31,6,2,0,0,844.04,winter,74.17,30.14
2024-02-19,135.679,31.57,37.75,2.76,0,2,0,0,842.92,winter,70.25,29.42
2024-02-20,137.111,32.3,41.13,0.31,1,2,0,0,841.76,winter,68.49,29.97
2024-02-21,138.636,33.63,40.04,0.75,2,2,0,0,843.13,winter,66.95,29.68
2024-02-22,138.802,33.99,35.76,0.14,3,2,0,0,842.73,winter,64.99,30.26
2024-02-23,139.0,31.9,42.77,0.54,4,2,0,0,846.39,winter,67.07,30.19
2024-02-24,142.894,34.03,42.83,0.86,5,2,0,0,843.28,winter,71.36,29.75
2024-02-25,142.577,32.14,38.6,0.21,6,2,0,0,842.66,winter,74.17,29.58
2024-02-26,135.789,30.74,42.49,0.38,0,2,0,0,844.52,winter,69.75,29.89
2024-02-27,136.384,31.11,39.04,2.0,1,2,0,0,841.31,winter,76.34,29.62
2024-02-28,135.371,29.78,34.87,0.0,2,2,0,0,843.3,winter,69.66,30.36
2024-02-29,135.252,30.67,41.17,1.35,3,2,0,0,845.26,winter,71.28,29.73
2024-03-01,138.366,34.39,35.55,2.15,4,3,0,0,843.2,summer,68.94,29.54
2024-03-02,145.614,36.13,35.01,0.67,5,3,0,0,841.64,summer,75.32,29.52
2024-03-03,145.799,37.51,42.36,0.65,6,3,0,0,843.03,summer,78.81,29.22
2024-03-04,142.851,32.85,22.75,0.33,0,3,0,0,844.94,summer,67.4,29.93
2024-03-05,138.811,35.52,27.91,1.28,1,3,0,0,843.92,summer,71.8,29.39
2024-03-06,139.337,33.37,29.06,0.65,2,3,0,0,842.76,summer,76.79,30.16
2024-03-07,139.824,35.64,33.18,0.53,3,3,0,0,842.96,summer,68.8,29.21
2024-03-08,146.823,34.73,33.73,0.41,4,3,1,0,843.14,summer,74.98,29.78
2024-03-09,144.449,32.18,27.46,0.69,5,3,0,0,844.12,summer,77.08,30.19
2024-03-10,145.613,36.32,30.07,0.0,6,3,0,0,845.15,summer,73.79,28.88
2024-03-11,143.431,34.02,30.7,0.24,0,3,0,0,844.92,summer,75.33,30.55
2024-03-12,139.687,34.13,47.29,0.47,1,3,0,0,844.38,summer,79.08,29.57
2024-03-13,136.545,33.32,44.01,0.52,2,3,0,0,842.65,summer,79.76,29.8
2024-03-14,142.437,33.95,32.94,0.38,3,3,0,0,842.7,summer,73.84,29.98
2024-03-15,139.054,35.57,33.18,1.34,4,3,0,0,844.62,summer,72.53,30.05
2024-03-16,143.399,34.64,29.25,0.7,5,3,0,0,842.8,summer,71.46,29.87
2024-03-17,145.969,35.42,25.46,0.57,6,3,0,0,843.97,summer,77.25,30.16
2024-03-18,142.285,35.47,34.42,2.03,0,3,0,0,844.56,summer,70.29,29.98
2024-03-19,141.074,36.91,30.01,1.23,1,3,0,0,843.17,summer,73.72,30.48
2024-03-20,139.399,34.41,34.58,1.45,2,3,0,0,843.34,summer,74.87,29.98
2024-03-21,138.731,32.71,27.0,1.14,3,3,0,0,844.32,summer,73.12,30.57
2024-03-22,138.199,36.53,31.19,0.75,4,3,0,0,844.98,summer,75.53,30.14
2024-03-23,145.881,34.43,35.74,0.93,5,3,0,0,845.59,summer,82.44,29.07
2024-03-24,146.006,36.6,36.83,0.28,6,3,0,0,845.19,summer,74.43,30.84
2024-03-25,143.001,35.5,37.09,0.11,0,3,0,0,844.71,summer,73.54,29.57
2024-03-26,140.37,34.73,28.4,0.8,1,3,0,0,843.95,summer,77.93,30.4
2024-03-27,139.286,35.45,39.27,0.06,2,3,0,0,843.68,summer,75.64,29.81
2024-03-28,139.845,37.85,31.0,0.63,3,3,0,0,844.29,summer,79.26,30.23
2024-03-29,138.177,38.04,38.16,0.03,4,3,0,0,845.27,summer,75.46,29.54
2024-03-30,142.793,35.03,34.95,0.65,5,3,0,0,845.25,summer,74.24,30.07
2024-03-31,144.582,35.17,28.12,0.1,6,3,0,0,842.87,summer,69.64,29.72
2024-04-01,144.373,37.61,36.1,0.34,0,4,0,0,844.23,summer,70.14,30.46
2024-04-02,139.315,34.73,39.51,0.19,1,4,0,0,846.28,summer,69.49,30.0
2024-04-03,138.845,36.5,40.74,0.4,2,4,0,0,845.21,summer,76.13,30.21
2024-04-04,138.191,35.96,36.97,0.31,3,4,0,0,843.77,summer,70.89,28.97
2024-04-05,141.504,36.47,45.34,0.07,4,4,0,0,847.6,summer,78.73,29.81
2024-04-06,142.402,34.75,42.72,0.07,5,4,0,0,845.27,summer,75.02,30.01
2024-04-07,145.007,33.62,36.4,0.04,6,4,0,0,845.73,summer,74.17,29.94
2024-04-08,142.159,32.89,41.43,0.44,0,4,0,0,845.8,summer,72.33,30.24
2024-04-09,139.428,34.32,47.35,0.05,1,4,0,0,845.09,summer,76.69,29.71
2024-04-10,136.923,35.31,47.48,0.25,2,4,0,0,844.79,summer,72.36,29.88
2024-04-11,137.137,35.56,31.54,0.23,3,4,0,0,847.69,summer,71.76,30.34
2024-04-12,141.56,38.91,33.05,0.27,4,4,0,0,846.63,summer,78.22,28.96
2024-04-13,142.63,37.66,45.1,0.49,5,4,0,0,846.5,summer,75.66,30.11
2024-04-14,145.336,34.56,32.39,0.16,6,4,0,0,846.31,summer,73.82,29.74
2024-04-15,142.524,36.52,31.07,0.29,0,4,0,0,844.79,summer,76.37,29.52
2024-04-16,146.147,35.39,35.25,2.84,1,4,1,0,847.12,summer,74.39,30.02
2024-04-17,147.734,35.57,39.78,1.11,2,4,1,0,845.06,summer,75.42,30.38
2024-04-18,141.243,36.28,37.17,1.54,3,4,0,0,846.24,summer,71.72,30.31
2024-04-19,139.174,36.93,34.43,0.33,4,4,0,0,844.37,summer,80.28,29.84
2024-04-20,144.918,35.49,34.31,0.17,5,4,0,0,844.02,summer,72.23,30.25
2024-04-21,145.313,37.6,34.12,0.43,6,4,0,0,846.44,summer,78.52,30.25
2024-04-22,137.106,34.29,33.28,0.28,0,4,0,0,845.36,summer,73.17,29.87
2024-04-23,139.191,36.01,49.09,1.2,1,4,0,0,844.24,summer,76.04,29.63
2024-04-24,139.15,39.9,39.17,1.32,2,4,0,0,846.82,summer,75.69,29.66
2024-04-25,140.391,36.33,42.11,0.58,3,4,0,0,848.46,summer,76.79,30.26
2024-04-26,143.52,38.15,35.23,0.41,4,4,0,0,847.78,summer,70.69,29.91
2024-04-27,145.232,36.14,36.75,0.32,5,4,0,0,846.19,summer,76.29,29.51
2024-04-28,147.7,36.87,34.11,0.49,6,4,0,0,846.51,summer,78.46,29.26
2024-04-29,143.881,35.91,24.42,0.1,0,4,0,0,847.44,summer,71.99,30.27
2024-04-30,144.11,35.74,30.79,1.44,1,4,0,0,847.73,summer,72.7,29.72
2024-05-01,139.236,33.76,35.95,0.22,2,5,0,0,846.32,summer,70.86,30.08
2024-05-02,140.046,35.57,33.75,0.21,3,5,0,0,846.76,summer,71.22,30.44
2024-05-03,139.772,33.65,39.02,2.05,4,5,0,0,847.08,summer,77.22,29.43
2024-05-04,142.771,35.93,51.62,1.56,5,5,0,0,847.39,summer,68.89,29.94
2024-05-05,146.73,36.56,44.78,0.81,6,5,0,0,846.75,summer,68.89,29.89
2024-05-06,140.846,35.48,51.45,0.13,0,5,0,0,846.82,summer,76.36,30.12
2024-05-07,142.801,34.5,47.05,0.62,1,5,0,0,848.38,summer,73.2,30.46
2024-05-08,143.629,35.61,48.91,0.62,2,5,0,0,848.26,summer,77.49,29.44
2024-05-09,141.385,34.47,40.5,0.11,3,5,0,0,847.58,summer,69.57,30.2
2024-05-10,141.348,36.33,47.62,0.08,4,5,0,0,848.88,summer,71.09,30.39
2024-05-11,144.706,32.18,48.64,0.12,5,5,0,0,846.83,summer,68.52,29.91
2024-05-12,143.062,34.42,42.12,0.5,6,5,0,0,848.89,summer,70.71,29.93
2024-05-13,137.481,31.94,47.8,0.09,0,5,0,0,847.87,summer,64.73,30.16
2024-05-14,139.802,32.69,47.83,0.13,1,5,0,0,850.65,summer,71.88,30.13
2024-05-15,140.725,36.97,42.25,0.3,2,5,0,0,846.24,summer,70.56,30.23
2024-05-16,140.171,36.27,39.39,0.4,3,5,0,0,846.8,summer,69.18,30.23
2024-05-17,139.459,33.85,39.08,0.71,4,5,0,0,847.96,summer,67.94,29.62
2024-05-18,138.731,32.67,45.43,0.13,5,5,0,0,848.0,summer,66.18,30.41
2024-05-19,140.739,30.48,46.64,1.72,6,5,0,0,849.6,summer,70.8,30.48
2024-05-20,138.642,34.11,41.04,0.2,0,5,0,0,847.04,summer,64.85,30.09
2024-05-21,141.695,38.56,45.13,0.79,1,5,0,0,848.67,summer,69.64,29.43
2024-05-22,141.776,35.58,47.85,0.02,2,5,0,0,848.98,summer,74.06,29.98
2024-05-23,140.563,34.09,48.09,0.38,3,5,0,0,848.58,summer,72.03,30.11
2024-05-24,140.392,35.63,52.76,0.21,4,5,0,0,846.97,summer,62.79,29.58
2024-05-25,139.987,32.59,51.38,0.96,5,5,0,0,849.39,summer,65.42,29.9
2024-05-26,144.289,34.48,39.99,1.36,6,5,0,0,849.27,summer,68.02,29.48
2024-05-27,141.751,35.08,53.42,0.66,0,5,0,0,848.69,summer,66.26,30.29
2024-05-28,141.842,34.8,42.35,3.33,1,5,0,0,848.35,summer,61.99,30.12
2024-05-29,143.863,36.11,50.22,0.07,2,5,0,0,848.43,summer,67.06,29.4
2024-05-30,138.398,35.45,45.34,0.57,3,5,0,0,848.18,summer,65.58,30.2
2024-05-31,138.795,35.93,42.94,0.29,4,5,0,0,848.95,summer,71.06,30.04
2024-06-01,138.96,30.97,45.96,7.3,5,6,0,0,848.4,monsoon,64.27,30.27
2024-06-02,141.959,33.35,54.14,1.95,6,6,0,0,847.57,monsoon,68.23,29.92
2024-06-03,136.237,34.44,47.2,17.75,0,6,0,0,847.43,monsoon,60.62,29.76
2024-06-04,134.525,30.54,59.84,5.68,1,6,0,0,847.78,monsoon,61.03,29.77
2024-06-05,136.348,30.67,62.58,3.08,2,6,0,0,848.81,monsoon,65.98,29.87
2024-06-06,135.504,34.0,51.02,2.24,3,6,0,0,848.62,monsoon,66.75,30.1
2024-06-07,133.198,31.71,56.51,7.63,4,6,0,0,848.91,monsoon,60.31,30.15
2024-06-08,136.244,34.11,51.37,12.5,5,6,0,0,849.25,monsoon,62.94,30.02
2024-06-09,139.497,31.34,51.86,3.64,6,6,0,0,848.18,monsoon,58.41,29.93
2024-06-10,133.52,34.18,58.87,14.26,0,6,0,0,850.33,monsoon,61.69,29.96
2024-06-11,135.836,32.2,54.81,1.01,1,6,0,0,848.65,monsoon,64.42,31.11
2024-06-12,135.074,32.39,63.7,5.37,2,6,0,0,848.54,monsoon,60.28,29.8
2024-06-13,135.071,34.35,52.59,5.52,3,6,0,0,849.51,monsoon,60.52,29.89
2024-06-14,136.323,31.46,60.0,6.44,4,6,0,0,847.24,monsoon,57.54,31.44
2024-06-15,139.464,30.59,55.49,4.19,5,6,0,0,848.35,monsoon,58.66,30.29
2024-06-16,142.025,31.33,58.98,5.09,6,6,0,0,850.17,monsoon,65.55,29.58
2024-06-17,138.904,32.68,52.76,0.97,0,6,0,0,847.51,monsoon,60.16,30.47
2024-06-18,134.642,29.65,54.75,11.5,1,6,0,0,850.42,monsoon,56.6,29.77
2024-06-19,134.193,32.96,54.42,8.47,2,6,0,0,850.87,monsoon,58.33,30.5
2024-06-20,135.347,31.19,50.82,4.89,3,6,0,0,849.04,monsoon,54.14,30.06
2024-06-21,136.548,33.72,58.31,8.64,4,6,0,0,849.76,monsoon,55.55,29.97
2024-06-22,136.31,28.41,58.25,11.82,5,6,0,0,850.64,monsoon,62.34,30.8
2024-06-23,139.931,30.82,57.97,6.35,6,6,0,0,849.11,monsoon,57.49,30.38
2024-06-24,131.326,29.47,62.68,19.32,0,6,0,0,850.5,monsoon,63.25,30.55
2024-06-25,134.328,30.76,62.25,6.86,1,6,0,0,849.01,monsoon,56.95,30.34
2024-06-26,135.516,32.37,53.13,1.22,2,6,0,0,849.26,monsoon,56.78,29.99
2024-06-27,137.032,31.73,56.87,4.65,3,6,0,0,848.99,monsoon,58.47,30.42
2024-06-28,141.112,31.62,51.88,8.95,4,6,1,0,850.19,monsoon,48.19,30.66
2024-06-29,142.555,31.76,55.12,11.83,5,6,0,0,851.06,monsoon,56.48,30.23
2024-06-30,140.848,32.31,52.0,4.29,6,6,0,0,849.77,monsoon,55.37,30.9
2024-07-01,133.174,26.49,73.1,1.08,0,7,0,0,848.74,monsoon,59.63,30.53
2024-07-02,132.789,29.06,66.82,2.79,1,7,0,0,848.99,monsoon,57.72,30.28
2024-07-03,132.317,28.99,63.91,0.5,2,7,0,0,850.52,monsoon,51.08,30.3
2024-07-04,129.858,28.58,70.97,7.53,3,7,0,0,852.02,monsoon,57.87,30.25
2024-07-05,134.497,28.83,54.15,2.2,4,7,0,0,850.63,monsoon,53.01,29.7
2024-07-06,139.08,28.44,54.93,1.5,5,7,0,0,849.9,monsoon,50.74,30.17
2024-07-07,138.538,31.05,68.98,8.21,6,7,0,0,851.11,monsoon,53.7,30.3
2024-07-08,132.328,27.87,65.3,14.03,0,7,0,0,850.16,monsoon,52.16,30.05
2024-07-09,132.365,27.54,66.25,1.49,1,7,0,0,850.07,monsoon,57.04,30.36
2024-07-10,135.66,26.87,58.37,4.32,2,7,0,0,849.55,monsoon,53.11,30.23
2024-07-11,132.89,26.45,64.88,2.92,3,7,0,0,851.97,monsoon,52.36,30.54
2024-07-12,128.019,26.13,75.02,12.29,4,7,0,0,848.08,monsoon,54.11,30.5
2024-07-13,136.27,26.67,69.12,3.31,5,7,0,0,851.47,monsoon,54.35,30.3
2024-07-14,138.609,27.89,65.85,0.94,6,7,0,0,850.26,monsoon,53.08,29.69
2024-07-15,139.062,28.5,62.8,3.49,0,7,0,0,850.37,monsoon,54.65,30.96
2024-07-16,133.443,28.08,63.03,10.19,1,7,0,0,852.53,monsoon,51.89,30.19
2024-07-17,135.404,26.85,54.35,2.73,2,7,0,0,850.18,monsoon,50.23,30.22
2024-07-18,136.877,29.35,66.29,1.71,3,7,0,0,850.27,monsoon,53.11,30.12
2024-07-19,134.373,29.11,69.23,3.15,4,7,0,0,850.87,monsoon,48.79,30.06
2024-07-20,137.773,27.76,57.12,0.98,5,7,0,0,851.47,monsoon,48.84,30.88
2024-07-21,140.25,27.02,61.69,2.92,6,7,0,0,850.67,monsoon,53.58,30.82
2024-07-22,137.906,28.82,59.21,1.88,0,7,0,0,849.59,monsoon,52.95,30.45
2024-07-23,129.168,28.28,60.17,22.19,1,7,0,0,850.36,monsoon,47.74,30.23
2024-07-24,130.345,25.83,65.27,1.21,2,7,0,0,852.56,monsoon,46.09,30.53
2024-07-25,129.42,27.9,54.58,1.71,3,7,0,0,851.41,monsoon,51.52,30.31
2024-07-26,133.901,28.39,68.07,1.0,4,7,0,0,851.84,monsoon,49.21,30.21
2024-07-27,136.369,26.65,68.77,5.43,5,7,0,0,851.18,monsoon,47.45,30.43
2024-07-28,139.175,28.28,63.74,1.46,6,7,0,0,850.84,monsoon,45.22,30.12
2024-07-29,133.753,25.82,52.6,0.4,0,7,0,0,853.23,monsoon,46.88,30.4
2024-07-30,133.118,30.0,60.02,3.93,1,7,0,0,851.42,monsoon,45.51,30.39
2024-07-31,133.673,29.87,71.16,2.55,2,7,0,0,851.22,monsoon,43.28,30.55
2024-08-01,132.138,23.62,58.43,1.55,3,8,0,0,852.81,monsoon,45.36,30.06
2024-08-02,130.195,24.55,70.58,12.03,4,8,0,0,851.05,monsoon,45.48,30.6
2024-08-03,134.378,20.39,66.42,5.61,5,8,0,0,851.23,monsoon,43.26,29.96
2024-08-04,138.791,22.27,76.34,5.01,6,8,0,0,851.89,monsoon,46.81,30.09
2024-08-05,133.375,23.56,68.94,5.73,0,8,0,0,851.93,monsoon,47.67,30.12
2024-08-06,132.719,22.39,74.34,5.45,1,8,0,0,852.25,monsoon,46.43,29.9
2024-08-07,131.135,25.07,75.15,2.71,2,8,0,0,854.14,monsoon,42.42,30.74
2024-08-08,129.626,27.0,81.5,1.48,3,8,0,0,852.44,monsoon,45.23,29.95
2024-08-09,129.505,22.24,71.31,4.02,4,8,0,0,849.78,monsoon,42.93,30.06
2024-08-10,131.977,22.74,74.2,2.65,5,8,0,0,852.53,monsoon,38.72,30.85
2024-08-11,136.671,24.35,64.9,0.87,6,8,0,0,852.3,monsoon,44.18,30.12
2024-08-12,132.921,26.42,78.27,2.28,0,8,0,0,852.36,monsoon,42.34,30.28
2024-08-13,127.047,22.17,68.52,8.37,1,8,0,0,852.62,monsoon,49.42,29.96
2024-08-14,132.896,24.37,69.52,4.04,2,8,0,0,852.4,monsoon,45.76,30.7
2024-08-15,132.693,26.73,72.21,1.15,3,8,0,0,852.43,monsoon,43.27,30.71
