temperature_c,rainfall_deficit_pct,precip_mm,storage_pct,day_of_week,month,is_weekend,is_heatwave,demand_mgd
32.38,-64.89,4.72,89.79,3,3,0,0,79.022
44.41,44.78,0.0,69.51,5,2,1,1,91.884
28.8,-51.35,0.0,16.71,6,10,1,0,60.184
22.21,-5.23,4.75,47.62,5,6,1,0,46.672
28.23,3.27,0.76,26.41,3,4,0,0,66.572
24.23,-74.29,11.76,69.3,1,2,0,0,66.72
19.63,-66.6,3.19,23.72,0,6,0,0,75.032
13.56,56.04,4.17,93.09,0,3,0,0,44.687
23.98,13.03,1.38,26.54,5,11,1,0,46.617
36.19,-75.3,0.0,14.48,0,5,0,0,96.209
12.63,31.19,0.0,81.7,2,6,0,0,44.93
26.93,-8.8,1.89,27.19,3,8,0,0,64.846
33.9,-69.47,2.2,12.04,3,9,0,0,86.176
32.75,15.31,0.0,56.59,0,2,0,0,73.071
38.41,-10.09,0.0,92.38,3,1,0,1,87.103
39.56,-51.31,0.0,32.74,1,4,0,1,106.433
36.2,42.88,0.08,44.74,2,9,0,0,67.074
15.5,-39.21,12.51,30.16,5,11,1,0,36.891
28.15,-40.16,2.02,57.43,3,12,0,0,63.827
32.52,-41.81,3.17,37.44,2,4,0,0,81.492
20.35,27.44,3.36,60.27,0,10,0,0,47.922
13.45,18.86,4.83,50.63,6,3,1,0,39.033
19.6,46.44,1.28,88.96,4,3,0,0,51.864
27.47,-47.89,0.49,66.95,5,7,1,0,60.409
26.07,30.09,3.21,68.02,3,2,0,0,56.385
18.01,0.23,6.9,51.35,1,1,0,0,49.721
40.03,-36.78,3.44,35.77,1,12,0,1,92.548
43.47,-75.04,0.15,36.69,0,10,0,1,100.918
18.85,34.65,0.33,52.84,6,9,1,0,38.334
43.61,-46.25,0.3,26.31,3,3,0,1,112.383
12.61,8.44,2.7,21.26,2,1,0,0,44.112
43.45,-3.16,1.51,41.65,4,2,0,1,100.103
44.37,-79.38,6.79,21.09,0,6,0,1,115.671
12.41,59.21,0.24,29.61,3,10,0,0,47.307
37.94,34.01,8.22,55.48,3,8,0,0,65.106
44.99,-11.89,0.01,77.16,6,11,1,1,80.139
42.8,15.25,0.0,29.11,5,11,1,1,80.69
45.0,-13.28,3.61,77.29,5,9,1,1,81.369
30.71,24.24,4.38,11.32,1,2,0,0,70.936
14.66,-61.19,1.42,94.75,3,3,0,0,60.475
40.89,-17.51,0.32,53.94,6,5,1,1,88.237
32.87,-33.02,0.0,50.45,0,7,0,0,76.801
32.9,-15.65,3.06,65.3,4,10,0,0,60.773
26.19,-16.93,0.13,50.39,2,12,0,0,54.55
31.44,-59.97,0.69,44.68,5,12,1,0,68.319
17.22,56.71,2.56,41.53,3,6,0,0,47.218
37.15,-77.83,0.02,93.12,4,12,0,0,78.437
14.55,-78.59,0.0,83.23,1,12,0,0,53.832
36.81,-27.72,0.0,52.7,6,2,1,0,70.872
40.87,6.85,3.41,81.1,5,9,1,1,72.44
28.06,-54.85,0.7,22.67,4,6,0,0,78.561
29.33,-5.35,4.23,55.0,2,11,0,0,58.137
22.62,21.19,0.0,48.26,1,11,0,0,51.072
44.96,-66.83,1.53,37.61,1,3,0,1,122.345
36.93,57.82,0.0,88.07,2,8,0,0,64.201
24.55,-32.86,0.35,80.76,5,12,1,0,45.448
17.94,9.94,0.1,87.1,6,9,1,0,27.322
19.47,-64.5,3.03,63.99,4,11,0,0,57.959
27.77,19.33,5.36,41.98,6,9,1,0,40.562
44.05,37.66,0.38,74.33,1,10,0,1,82.054
36.96,-65.26,8.15,19.23,5,11,1,0,66.035
19.32,-62.38,0.0,82.51,3,12,0,0,58.406
41.23,-40.65,9.03,12.45,0,3,0,1,109.318
24.86,-78.33,4.78,79.55,4,10,0,0,57.893
40.96,58.05,1.67,69.83,6,5,1,1,85.251
20.22,3.77,4.9,17.52,3,7,0,0,46.415
33.03,5.06,0.87,22.49,1,8,0,0,65.831
43.51,54.25,1.37,48.45,2,8,0,1,92.791
20.77,36.48,5.53,35.49,4,3,0,0,57.179
35.56,33.99,0.0,83.72,4,10,0,0,64.428
45.57,-32.47,5.0,26.39,1,9,0,1,90.388
17.12,-33.12,0.49,45.45,4,9,0,0,48.776
15.01,-39.16,1.38,32.14,5,8,1,0,46.24
34.92,-31.46,0.37,20.81,0,8,0,0,79.133
23.55,-28.27,4.12,32.08,2,4,0,0,70.113
14.42,-60.4,2.32,83.1,1,8,0,0,50.271
28.16,-30.17,1.08,70.82,5,4,1,0,59.16
37.63,-17.46,6.2,87.71,4,11,0,0,61.191
21.69,-36.69,2.05,44.45,3,1,0,0,68.904
23.39,-56.85,2.62,30.44,1,1,0,0,64.409
40.75,-27.72,6.22,12.24,3,9,0,1,87.639
29.68,-12.67,3.43,52.09,6,9,1,0,52.157
40.65,20.9,6.11,13.38,6,7,1,1,79.298
27.18,19.57,0.0,10.36,1,7,0,0,72.145
44.4,-51.62,1.24,61.4,3,1,0,1,111.456
34.13,-74.87,2.34,24.01,5,11,1,0,70.686
15.94,-37.47,2.49,57.58,2,11,0,0,48.991
42.09,-58.0,0.86,58.75,6,3,1,1,91.582
28.64,-24.59,5.52,71.53,3,1,0,0,65.437
16.82,57.11,1.75,42.57,2,7,0,0,42.501
17.19,-54.65,1.48,69.94,6,4,1,0,49.012
35.38,-35.36,3.56,41.11,4,2,0,0,79.934
13.61,21.52,0.0,18.31,0,2,0,0,55.807
21.74,-8.71,0.17,36.35,0,8,0,0,51.972
16.75,-73.85,0.88,10.64,6,5,1,0,61.155
27.0,-57.36,1.32,49.31,4,10,0,0,59.814
26.09,50.93,2.5,72.93,6,4,1,0,51.759
29.74,-65.56,2.34,76.7,6,8,1,0,56.852
21.51,8.91,1.24,29.73,5,4,1,0,52.552
13.09,30.93,0.89,18.98,6,7,1,0,41.271
32.89,-42.84,0.09,25.76,6,9,1,0,64.995
24.71,21.51,1.26,93.62,2,5,0,0,59.876
34.15,-56.21,0.46,36.53,4,11,0,0,75.538
15.69,-40.13,0.0,46.49,5,8,1,0,47.088
12.47,-36.34,0.0,16.43,6,3,1,0,50.893
20.44,59.5,1.7,77.09,5,11,1,0,34.654
27.52,-49.96,4.35,48.12,5,6,1,0,65.402
25.4,-61.91,3.65,17.43,2,9,0,0,66.101
39.55,49.6,3.08,50.2,3,5,0,1,92.305
24.85,-57.33,1.56,70.63,5,1,1,0,61.077
30.04,43.1,4.64,50.21,0,7,0,0,66.681
32.18,11.06,0.0,92.33,1,7,0,0,61.376
12.74,0.76,0.0,84.09,5,9,1,0,30.26
29.51,25.19,0.0,53.76,6,9,1,0,45.104
23.72,21.64,0.95,89.94,2,9,0,0,46.236
26.32,-64.53,0.0,78.97,6,7,1,0,56.905
15.41,59.93,1.31,41.3,2,1,0,0,48.437
38.62,51.86,1.06,75.57,3,8,0,1,84.51
44.04,45.52,2.02,53.0,6,12,1,1,82.858
12.76,7.12,1.62,55.82,2,11,0,0,39.626
32.45,-6.81,2.05,54.25,6,1,1,0,58.241
37.97,-4.92,0.2,78.31,6,11,1,0,56.241
21.68,-77.91,0.55,88.08,5,2,1,0,63.034
38.78,-10.07,3.22,37.16,0,1,0,1,86.825
33.5,7.33,1.74,64.56,6,1,1,0,54.588
43.59,12.22,1.04,63.41,3,7,0,1,93.664
45.35,-33.5,6.09,85.44,2,3,0,1,105.073
13.44,-14.02,0.0,48.01,3,8,0,0,44.511
27.13,9.08,6.15,26.16,3,6,0,0,63.238
30.6,-20.04,0.0,27.26,2,11,0,0,62.599
16.99,54.7,0.36,14.36,4,3,0,0,57.48
23.43,18.76,0.0,18.56,0,4,0,0,70.588
45.58,-79.82,4.17,35.6,4,7,0,1,115.671
12.55,-76.74,0.0,18.72,1,2,0,0,64.463
27.39,16.64,0.0,84.04,5,6,1,0,49.951
40.65,-22.23,6.32,40.77,6,8,1,1,80.504
23.01,37.53,3.94,41.32,3,8,0,0,47.572
28.31,-55.78,2.71,74.39,5,6,1,0,67.239
45.25,-78.06,1.88,35.61,2,2,0,1,110.247
28.15,-25.67,2.34,70.79,5,4,1,0,62.31
16.45,23.05,2.65,79.91,3,1,0,0,45.227
13.76,56.04,0.86,40.62,3,12,0,0,45.884
44.14,43.71,8.11,50.61,0,7,0,1,92.652
21.04,-12.23,2.51,37.39,4,4,0,0,62.937
29.14,33.79,0.69,45.97,5,4,1,0,63.086
15.08,-70.15,2.48,59.36,3,1,0,0,60.559
26.4,0.12,8.0,39.72,1,6,0,0,66.347
43.62,49.4,0.17,49.45,4,1,0,1,91.012
29.08,-24.51,0.0,52.18,4,9,0,0,56.913
45.02,54.41,1.89,12.08,6,3,1,1,90.43
20.8,-49.1,0.11,23.91,6,2,1,0,53.925
29.15,-65.21,3.24,56.02,1,2,0,0,72.325
41.22,-6.53,3.45,10.23,2,1,0,1,91.615
27.24,47.01,3.1,69.86,6,5,1,0,52.003
21.5,-36.42,0.21,86.96,0,1,0,0,61.071
41.09,32.02,4.46,74.14,6,1,1,1,78.804
25.26,-56.31,4.91,36.7,1,3,0,0,71.68
30.04,24.38,6.37,48.24,2,7,0,0,59.947
45.2,-2.02,2.88,65.31,0,3,0,1,106.156
18.34,-55.5,3.39,67.84,6,5,1,0,55.077
22.25,20.53,0.0,93.09,3,6,0,0,54.367
13.06,19.93,7.7,51.9,6,8,1,0,28.843
25.32,-7.84,0.87,31.21,0,1,0,0,62.982
18.81,-48.43,2.52,40.79,0,12,0,0,65.072
35.12,-61.48,1.13,88.41,3,2,0,0,79.019
18.16,54.02,0.59,63.78,0,12,0,0,47.987
34.94,11.81,7.4,83.46,3,4,0,0,63.225
20.96,33.29,0.71,71.55,4,6,0,0,52.488
24.08,17.58,0.31,92.06,3,1,0,0,51.106
23.86,36.13,1.33,52.6,5,5,1,0,55.246
36.37,-57.25,0.0,90.74,0,11,0,0,71.164
27.86,-10.43,0.0,85.3,1,9,0,0,55.04
24.28,13.4,1.34,81.66,1,8,0,0,48.851
40.99,-65.53,1.84,89.82,3,5,0,1,99.215
31.45,-59.01,4.21,54.67,2,12,0,0,67.656
19.27,8.76,1.07,73.14,3,10,0,0,42.643
42.6,41.62,1.59,57.2,1,4,0,1,97.982
23.65,12.46,4.99,75.98,3,8,0,0,48.116
13.33,-74.93,5.23,74.92,5,5,1,0,47.574
28.82,55.86,0.12,74.46,0,3,0,0,66.495
16.21,-60.47,1.65,46.42,5,8,1,0,47.121
20.11,-47.44,1.24,77.68,1,5,0,0,59.922
37.4,56.5,1.07,84.5,6,2,1,0,62.448
16.45,27.94,0.86,64.08,5,11,1,0,39.444
39.44,51.12,0.0,48.65,3,8,0,1,86.435
43.85,32.93,5.04,82.53,0,7,0,1,84.684
32.62,11.24,0.02,76.17,2,12,0,0,66.462
36.15,-40.16,0.3,49.92,4,9,0,0,77.874
36.26,-34.24,0.0,59.29,2,12,0,0,78.733
45.76,52.62,1.1,68.3,4,9,0,1,88.887
23.61,40.49,3.67,68.51,5,3,1,0,47.704
17.54,-29.67,0.0,36.44,6,6,1,0,48.178
29.65,-27.74,0.0,34.88,2,7,0,0,74.96
30.13,-38.32,1.89,85.42,6,4,1,0,68.294
18.05,-34.34,0.0,89.65,1,4,0,0,55.635
32.85,40.49,0.36,44.18,6,8,1,0,48.111
12.48,-78.53,0.92,87.64,0,5,0,0,60.205
43.54,-18.95,0.53,50.01,3,2,0,1,97.699
21.0,52.0,0.0,24.21,4,7,0,0,55.376
13.35,-4.03,0.0,72.29,0,8,0,0,41.235
15.68,-16.94,3.18,13.9,3,10,0,0,49.376
20.17,-36.27,2.61,19.68,1,2,0,0,62.826
21.31,-69.65,2.2,89.99,5,6,1,0,56.573
13.12,-48.57,0.0,54.0,3,11,0,0,48.146
21.5,-67.34,0.0,32.64,0,4,0,0,69.149
18.56,-62.26,0.0,50.83,0,9,0,0,60.599
24.87,-57.11,7.8,59.15,0,5,0,0,68.847
25.1,-37.72,0.0,64.31,0,3,0,0,66.684
23.53,-78.46,2.57,39.6,3,9,0,0,63.892
23.15,53.02,1.63,42.93,2,10,0,0,51.621
15.05,-62.67,6.55,56.73,1,11,0,0,49.529
12.86,-26.36,5.35,63.27,2,9,0,0,42.26
18.87,43.13,0.28,88.32,3,4,0,0,54.747
37.73,-65.08,0.54,43.34,4,9,0,0,77.057
45.69,-12.3,1.44,84.35,3,1,0,1,84.786
43.57,38.27,10.38,94.42,6,5,1,1,79.548
29.14,-2.03,13.03,38.82,2,3,0,0,65.668
30.08,-50.55,0.12,12.32,2,7,0,0,77.901
22.7,22.97,0.23,61.37,2,9,0,0,51.928
38.31,15.39,7.53,86.81,0,8,0,1,74.896
38.0,-29.29,1.77,14.54,5,3,1,1,92.445
40.71,-73.52,0.0,26.76,3,5,0,1,109.484
42.45,-78.9,0.96,67.47,2,2,0,1,110.022
26.77,35.56,0.0,78.82,2,7,0,0,54.811
38.07,-34.98,3.49,17.36,3,9,0,1,97.872
39.42,-60.71,0.0,40.92,6,3,1,1,95.838
22.49,-7.4,3.77,30.29,2,7,0,0,60.436
43.59,48.92,5.57,92.01,3,11,0,1,79.666
15.21,-78.81,3.12,68.01,0,2,0,0,66.676
45.81,-72.14,2.71,50.43,2,12,0,1,109.676
38.18,-21.61,0.53,83.3,5,4,1,1,84.576
15.17,14.64,2.47,55.7,5,4,1,0,44.382
34.31,-13.35,1.85,87.46,5,9,1,0,57.328
13.16,45.66,3.23,30.3,3,5,0,0,52.294
38.19,-73.83,0.0,12.32,6,5,1,1,98.874
39.17,-32.38,1.61,46.44,3,3,0,1,100.242
32.48,-30.81,0.0,27.36,0,2,0,0,77.822
41.13,-32.38,1.37,81.04,1,11,0,1,88.34
15.33,-11.72,0.58,55.3,3,2,0,0,49.664
21.38,30.68,0.56,34.54,2,2,0,0,60.728
26.08,-35.5,2.06,75.75,0,10,0,0,52.035
13.44,24.23,0.61,54.79,0,10,0,0,36.56
27.24,-59.49,2.77,52.74,4,3,0,0,73.238
21.02,-1.5,2.02,25.37,5,10,1,0,41.872
25.35,-27.49,0.0,94.59,1,9,0,0,49.118
26.45,-4.51,1.67,66.02,1,4,0,0,61.964
41.9,-64.92,0.0,82.66,3,1,0,1,102.84
21.19,53.48,1.59,74.58,0,10,0,0,49.017
42.39,46.87,1.93,52.75,5,9,1,1,70.15
26.48,35.7,4.12,10.83,4,6,0,0,64.412
23.15,44.99,0.59,66.67,2,4,0,0,64.773
29.09,-59.46,0.59,18.56,4,5,0,0,84.433
26.2,-9.48,2.92,91.72,1,4,0,0,62.93
20.75,-35.49,2.16,31.19,2,11,0,0,58.331
29.09,44.23,4.63,41.22,3,3,0,0,64.49
17.16,-53.48,1.25,56.88,6,6,1,0,52.431
23.97,-49.21,0.21,52.72,5,8,1,0,56.587
31.24,16.14,0.15,65.69,4,1,0,0,64.7
26.06,-67.55,0.39,76.59,2,7,0,0,67.856
40.01,22.53,4.62,74.4,6,8,1,1,72.294
20.73,-42.46,2.87,87.19,0,7,0,0,53.393
44.97,12.53,0.58,49.94,2,8,0,1,94.773
38.68,42.23,4.09,55.4,3,6,0,1,84.389
44.9,5.35,0.0,84.3,3,8,0,1,86.305
40.5,-50.22,6.08,34.0,4,12,0,1,97.769
16.83,-73.12,0.0,30.9,2,5,0,0,71.334
29.9,-73.75,4.92,10.78,6,5,1,0,74.206
17.78,-67.57,0.22,72.77,2,9,0,0,49.478
39.82,1.17,2.92,68.44,4,2,0,1,89.227
31.86,-31.25,0.0,33.52,0,4,0,0,79.827
20.96,-45.97,0.47,21.04,1,2,0,0,70.526
43.61,-49.3,0.0,13.62,1,6,0,1,109.134
15.92,52.8,5.35,51.47,0,2,0,0,44.185
31.17,-63.37,0.05,26.45,6,3,1,0,71.721
36.52,-37.33,0.7,77.44,4,6,0,0,77.07
14.0,-13.99,0.0,90.75,5,8,1,0,33.177
32.33,-79.94,1.38,76.03,2,6,0,0,77.356
39.74,48.93,11.69,82.39,0,10,0,1,72.557
14.3,-66.13,0.44,94.22,2,10,0,0,49.729
29.42,15.55,10.93,72.97,0,2,0,0,63.211
20.79,8.04,1.85,58.22,2,9,0,0,47.995
34.54,33.27,0.53,78.85,0,1,0,0,66.654
16.04,11.19,2.71,57.93,1,3,0,0,49.604
43.86,27.71,0.0,46.76,4,10,0,1,90.953
42.42,-21.03,3.14,12.76,6,7,1,1,89.198
18.32,-11.58,1.5,64.65,1,4,0,0,59.919
22.99,18.23,0.89,86.29,6,2,1,0,48.608
31.98,-0.42,2.61,68.92,5,4,1,0,62.556
36.41,-8.38,0.51,44.35,0,10,0,0,67.792
27.05,-51.22,2.53,62.44,0,7,0,0,67.698
17.31,-43.86,4.59,79.1,0,2,0,0,51.13
15.54,-29.81,0.0,74.96,5,6,1,0,45.174
45.99,-78.7,0.69,51.75,4,3,0,1,115.796
27.48,-21.57,3.18,40.74,6,2,1,0,54.341
41.67,-79.61,0.0,43.73,3,2,0,1,117.964
28.4,-0.9,0.15,87.17,0,10,0,0,55.658
43.36,18.56,0.72,24.44,6,2,1,1,87.746
14.98,-1.3,0.23,83.35,6,3,1,0,46.006
15.88,17.09,1.01,26.6,5,11,1,0,35.827
43.61,-80.0,2.95,93.38,6,10,1,1,89.275
44.21,-71.68,3.4,48.11,1,7,0,1,106.784
22.7,17.78,7.6,72.34,3,10,0,0,42.165
24.08,32.41,0.57,72.0,3,1,0,0,54.056
27.38,20.48,0.17,75.67,1,3,0,0,68.513
26.15,12.82,0.01,77.1,6,5,1,0,55.714
18.46,19.03,0.72,13.32,3,10,0,0,49.245
42.54,23.54,0.89,33.23,6,2,1,1,81.788
20.61,21.41,4.62,29.53,2,8,0,0,51.994
35.98,23.32,0.8,69.38,3,1,0,0,65.021
14.28,-69.64,0.0,68.08,6,12,1,0,46.414
13.32,-71.14,0.27,35.25,1,3,0,0,63.055
34.23,-29.44,0.0,77.45,3,9,0,0,64.62
23.53,-6.14,2.94,36.49,5,8,1,0,45.22
34.29,26.77,0.14,39.15,5,5,1,0,71.214
15.2,-33.14,0.0,43.9,5,10,1,0,34.621
44.29,-41.48,0.1,73.29,4,8,0,1,99.316
37.45,29.4,1.48,11.0,0,6,0,0,82.63
41.79,-45.09,0.62,87.05,2,8,0,1,92.561
16.64,34.92,1.86,68.82,5,4,1,0,42.518
22.89,-55.2,0.91,59.86,3,9,0,0,61.329
24.52,-29.67,0.57,30.17,2,9,0,0,59.405
30.26,-23.85,1.49,76.77,6,6,1,0,57.526
22.09,-38.07,3.33,84.19,2,8,0,0,53.93
14.06,-79.53,0.0,52.63,2,10,0,0,60.074
24.54,-47.03,0.52,34.86,2,8,0,0,60.777
20.65,-32.73,0.0,42.35,2,4,0,0,68.565
25.12,-36.09,4.21,45.38,3,4,0,0,69.566
18.7,29.98,0.54,36.0,6,12,1,0,40.076
20.9,-73.37,1.71,70.54,6,10,1,0,43.855
33.32,-25.55,0.36,39.08,2,4,0,0,74.808
25.2,-74.75,0.0,79.8,2,9,0,0,65.147
23.74,50.29,0.0,49.41,6,1,1,0,44.213
30.15,30.63,1.31,63.46,4,9,0,0,60.793
38.24,57.5,0.22,90.58,1,3,0,1,85.335
24.88,47.42,1.2,47.91,3,4,0,0,66.367
31.98,-35.79,2.27,24.48,5,12,1,0,62.282
44.85,16.82,0.82,56.74,2,2,0,1,95.72
29.75,-37.08,0.26,52.22,4,10,0,0,61.952
42.93,44.35,1.5,76.52,5,5,1,1,88.06
38.98,-22.49,0.2,83.12,0,6,0,1,95.685
14.0,-27.38,3.14,70.57,6,6,1,0,39.721
26.59,47.97,0.12,92.57,0,11,0,0,53.699
35.74,37.14,1.75,32.88,0,7,0,0,73.837
45.55,55.3,2.71,30.33,2,3,0,1,98.575
27.58,-70.69,14.43,34.76,0,1,0,0,71.15
15.15,-45.93,1.0,67.03,4,3,0,0,57.737
31.11,-37.88,4.3,29.77,3,2,0,0,67.692
16.3,-20.59,0.41,17.52,2,2,0,0,58.277
37.55,-13.76,0.0,93.11,6,12,1,0,52.97
29.26,-39.19,0.0,36.74,1,6,0,0,71.755
36.6,30.66,0.99,28.9,6,12,1,0,61.174
41.56,-48.75,1.29,40.49,4,7,0,1,101.156
33.38,17.51,0.84,23.47,4,3,0,0,74.038
32.82,39.25,0.27,13.04,6,2,1,0,67.622
37.66,4.52,1.67,35.96,1,10,0,0,68.106
40.64,-30.42,0.0,38.72,0,2,0,1,100.812
41.55,-53.7,5.11,78.94,5,1,1,1,87.4
13.24,-61.19,0.03,47.03,4,5,0,0,66.031
30.91,24.18,5.29,72.62,1,4,0,0,59.439
19.35,-14.32,2.38,72.54,6,3,1,0,51.075
41.25,-73.52,1.18,77.06,5,7,1,1,90.904
34.05,57.74,0.0,88.07,3,7,0,0,62.491
26.29,13.98,2.22,52.38,0,6,0,0,62.034
18.4,38.19,2.04,18.84,6,7,1,0,41.837
23.53,-18.65,0.0,13.29,3,9,0,0,56.694
35.93,53.76,6.54,25.89,4,2,0,0,76.723
18.95,-52.07,0.81,80.48,0,5,0,0,64.368
15.18,-54.08,0.0,58.82,4,1,0,0,50.399
42.19,44.65,1.43,21.91,5,12,1,1,86.361
37.98,44.84,2.18,21.27,5,8,1,0,66.721
18.79,-10.14,4.16,85.78,2,10,0,0,36.507
21.94,-62.39,3.18,54.2,1,10,0,0,59.185
45.05,-37.27,2.1,24.61,3,1,0,1,106.793
36.08,25.58,0.38,86.22,3,6,0,0,65.202
32.76,38.44,0.0,71.26,1,11,0,0,61.237
22.46,-31.33,0.29,50.61,4,7,0,0,59.473
22.17,-71.43,0.58,49.53,6,8,1,0,57.725
13.34,13.2,0.6,67.18,0,12,0,0,38.565
36.77,23.53,2.35,38.76,1,9,0,0,70.877
13.47,-20.64,9.35,94.99,3,10,0,0,32.282
12.17,1.63,0.15,76.69,1,10,0,0,33.139
36.8,58.23,16.99,64.48,5,5,1,0,56.228
44.26,-45.7,4.88,68.43,0,12,0,1,99.63
37.72,0.22,0.0,94.67,0,11,0,0,62.109
28.04,5.53,4.56,10.92,2,1,0,0,68.219
28.53,-3.12,0.44,11.94,2,7,0,0,68.775
26.83,41.68,2.43,76.73,4,3,0,0,57.473
23.04,4.7,2.0,27.8,1,7,0,0,58.541
29.74,-8.9,5.31,68.24,5,10,1,0,46.942
26.66,-62.78,3.43,52.78,1,9,0,0,60.404
32.34,18.45,1.22,37.09,6,10,1,0,52.996
42.54,-61.5,0.9,29.66,3,6,0,1,111.069
45.83,-76.28,0.37,76.02,5,1,1,1,102.82
14.68,-11.61,1.03,24.53,0,11,0,0,51.332
25.08,0.14,2.06,23.49,5,1,1,0,60.634
18.14,59.87,0.02,47.56,2,3,0,0,56.746
23.97,19.73,0.0,20.14,3,9,0,0,58.127
21.77,38.8,1.36,64.53,0,6,0,0,55.21
17.93,-31.51,5.81,94.32,4,6,0,0,57.213
37.98,-8.75,0.7,73.57,6,1,1,0,60.086
28.87,56.4,1.01,61.27,6,3,1,0,63.279
43.25,-21.57,0.0,43.54,6,9,1,1,89.578
13.11,33.02,0.35,93.98,5,7,1,0,29.192
14.28,-6.36,2.93,84.8,1,4,0,0,51.493
25.71,-48.65,5.55,79.75,2,5,0,0,68.76
14.73,1.26,0.97,29.55,0,6,0,0,52.143
20.93,-49.47,0.0,20.5,1,12,0,0,63.482
45.53,-79.58,0.0,25.12,1,11,0,1,109.716
19.1,-46.97,0.0,31.99,4,6,0,0,67.141
18.74,-52.96,1.41,16.94,0,3,0,0,75.85
31.5,-28.07,7.84,85.52,6,7,1,0,55.439
28.93,44.4,0.69,25.74,5,1,1,0,55.44
31.73,-25.7,1.85,29.26,4,8,0,0,72.372
24.81,38.33,0.0,85.49,4,7,0,0,49.079
40.11,-2.21,0.7,91.44,1,11,0,1,79.132
16.71,-78.93,0.98,28.85,3,6,0,0,67.898
26.57,-53.58,0.65,35.01,4,7,0,0,74.143
35.45,50.38,0.0,78.01,5,1,1,0,65.175
41.52,4.58,2.54,92.47,4,10,0,1,80.354
24.57,50.14,7.52,65.22,5,4,1,0,49.233
31.3,-36.58,1.87,47.62,3,10,0,0,64.006
14.35,20.32,1.28,67.34,2,3,0,0,51.987
17.79,28.08,0.27,76.32,5,5,1,0,43.826
14.35,56.6,3.13,19.58,4,4,0,0,53.22
36.75,-77.46,1.87,47.0,2,11,0,0,83.78
21.79,53.31,3.77,82.87,3,10,0,0,47.189
36.61,-25.18,3.31,69.96,3,9,0,0,64.551
14.26,37.32,3.1,23.07,4,4,0,0,49.532
41.33,-3.74,0.0,74.19,2,9,0,1,84.187
40.41,-0.95,5.05,66.73,1,6,0,1,85.604
15.02,-29.69,0.56,32.5,6,9,1,0,36.031
12.81,35.99,0.2,39.24,2,4,0,0,48.98
13.91,-43.04,4.88,36.72,1,7,0,0,56.405
41.02,-11.09,0.45,94.43,1,12,0,1,87.077
19.98,-1.58,0.58,25.62,6,1,1,0,54.633
30.64,23.95,3.36,80.5,1,10,0,0,52.076
26.49,-13.97,0.0,55.1,4,9,0,0,61.828
39.05,15.24,4.37,84.84,2,6,0,1,87.3
28.62,-12.06,0.01,93.46,4,11,0,0,53.288
29.02,12.3,2.77,91.69,5,9,1,0,43.284
45.63,14.38,1.54,82.61,1,7,0,1,90.316
17.1,19.32,0.0,45.15,2,4,0,0,57.48
40.24,35.26,1.39,33.06,5,9,1,1,81.611
13.76,-4.3,1.62,37.16,6,1,1,0,36.97
28.24,-52.94,2.83,65.52,5,4,1,0,69.404
42.14,15.15,7.33,39.06,2,6,0,1,97.204
34.62,-69.2,2.48,46.97,1,3,0,0,91.645
35.3,-49.35,0.0,16.78,6,7,1,0,70.607
20.95,30.9,1.21,75.54,4,11,0,0,45.413
26.23,-19.09,0.33,19.47,1,5,0,0,74.951
24.46,-10.27,4.72,38.65,4,5,0,0,60.867
29.73,58.24,0.26,60.19,2,5,0,0,64.231
27.72,-47.08,4.08,55.15,1,9,0,0,62.604
23.11,-77.26,0.41,85.92,1,9,0,0,59.835
22.39,-64.41,0.26,65.99,2,3,0,0,70.323
20.53,-45.77,2.71,77.07,1,11,0,0,50.803
24.41,21.63,3.44,35.79,5,8,1,0,53.896
17.1,28.62,0.49,21.24,1,11,0,0,46.571
41.65,-0.83,1.58,73.18,1,11,0,1,85.476
32.47,-44.29,0.15,23.05,4,7,0,0,80.524
16.55,-6.96,3.66,80.9,3,9,0,0,34.362
35.59,-77.91,1.97,90.16,1,8,0,0,81.144
40.82,15.45,0.61,34.05,0,8,0,1,93.126
20.08,6.0,3.46,74.69,0,7,0,0,50.323
17.12,-76.95,3.83,47.17,2,3,0,0,70.751
12.29,34.38,0.0,35.41,1,5,0,0,51.33
13.61,26.88,1.7,46.65,4,9,0,0,43.142
37.92,-36.85,1.62,64.98,4,9,0,0,66.751
45.56,8.95,0.13,93.99,1,6,0,1,97.063
13.53,4.21,2.11,35.5,3,2,0,0,50.119
37.43,-59.95,0.49,70.01,3,2,0,0,85.206
14.44,-52.94,3.89,38.46,1,11,0,0,47.891
32.13,15.65,2.49,31.37,3,2,0,0,70.52
37.71,50.7,4.61,63.71,0,4,0,0,75.988
24.21,0.68,1.87,74.71,2,1,0,0,50.604
12.37,-0.51,3.79,70.98,5,3,1,0,38.158
32.24,10.54,0.0,90.12,1,11,0,0,62.496
45.7,-18.32,0.23,19.13,4,4,0,1,105.284
20.76,-72.42,0.89,55.96,0,11,0,0,63.679
18.44,-24.49,0.0,34.72,3,10,0,0,50.505
16.21,46.04,8.26,79.44,6,9,1,0,24.56
30.88,32.69,1.71,15.27,3,4,0,0,75.378
32.28,49.84,4.49,24.94,5,12,1,0,57.043
38.94,-58.6,0.0,75.62,1,8,0,1,94.243
37.6,-9.17,0.75,40.14,1,10,0,0,66.449
42.35,1.86,4.82,67.95,3,5,0,1,96.975
39.4,-50.61,0.47,94.87,1,8,0,1,90.432
