date,reservoir_id,reservoir_name,storage_pct,inflow_mcm,outflow_mcm,rainfall_mm,temperature_c,evaporation_mm,catchment_rainfall_mm,capacity_mcm,dam_release_mcm,groundwater_recharge_mcm,season,month,location_lat,location_lng
2024-06-10,RES-A,Reservoir A,88.783,2.809,1.006,3.29,33.75,5.04,3.74,320.0,0.768,0.203,monsoon,6,19.076,72.8777
2024-06-11,RES-A,Reservoir A,90.832,6.346,1.236,11.74,32.16,4.52,14.23,320.0,1.083,0.693,monsoon,6,19.076,72.8777
2024-06-12,RES-A,Reservoir A,91.389,2.776,0.796,4.1,32.31,5.36,4.55,320.0,0.696,0.258,monsoon,6,19.076,72.8777
2024-06-13,RES-A,Reservoir A,92.89,5.32,0.717,10.37,33.88,4.21,12.6,320.0,0.583,0.626,monsoon,6,19.076,72.8777
2024-06-14,RES-A,Reservoir A,94.398,5.871,0.605,9.4,31.57,4.08,11.46,320.0,0.534,0.544,monsoon,6,19.076,72.8777
2024-06-15,RES-A,Reservoir A,96.256,6.266,0.501,9.62,30.87,4.33,11.17,320.0,0.402,0.548,monsoon,6,19.076,72.8777
2024-06-16,RES-A,Reservoir A,97.105,2.938,1.099,4.25,31.46,4.39,5.13,320.0,0.881,0.341,monsoon,6,19.076,72.8777
2024-06-17,RES-A,Reservoir A,97.573,2.868,1.0,5.64,32.54,4.99,6.97,320.0,0.857,0.379,monsoon,6,19.076,72.8777
2024-06-18,RES-A,Reservoir A,98.0,4.881,0.997,7.77,30.12,3.91,9.48,320.0,0.752,0.498,monsoon,6,19.076,72.8777
2024-06-19,RES-A,Reservoir A,98.0,3.341,0.694,5.8,32.76,4.7,6.72,320.0,0.549,0.383,monsoon,6,19.076,72.8777
2024-06-20,RES-A,Reservoir A,98.0,2.595,1.134,4.11,31.35,4.61,4.81,320.0,0.986,0.272,monsoon,6,19.076,72.8777
2024-06-21,RES-A,Reservoir A,98.0,1.966,0.882,1.9,33.38,4.72,2.32,320.0,0.7,0.194,monsoon,6,19.076,72.8777
2024-06-22,RES-A,Reservoir A,98.0,3.538,0.774,5.39,29.13,3.71,6.17,320.0,0.758,0.386,monsoon,6,19.076,72.8777
2024-06-23,RES-A,Reservoir A,97.94,0.995,1.224,0.74,31.06,4.65,0.9,320.0,1.064,0.121,monsoon,6,19.076,72.8777
2024-06-24,RES-A,Reservoir A,98.0,1.257,1.146,1.39,29.98,4.47,1.6,320.0,0.999,0.204,monsoon,6,19.076,72.8777
2024-06-25,RES-A,Reservoir A,98.0,5.587,1.506,9.53,31.01,4.4,11.63,320.0,1.282,0.582,monsoon,6,19.076,72.8777
2024-06-26,RES-A,Reservoir A,98.0,3.894,1.237,6.62,32.3,4.44,7.37,320.0,1.039,0.417,monsoon,6,19.076,72.8777
2024-06-27,RES-A,Reservoir A,98.0,5.107,1.081,9.61,31.78,4.38,10.64,320.0,0.987,0.568,monsoon,6,19.076,72.8777
2024-06-28,RES-A,Reservoir A,97.748,1.933,1.206,2.5,31.7,4.28,3.12,320.0,0.994,0.209,monsoon,6,19.076,72.8777
2024-06-29,RES-A,Reservoir A,98.0,7.27,0.976,12.74,31.81,4.51,15.68,320.0,0.839,0.68,monsoon,6,19.076,72.8777
2024-06-30,RES-A,Reservoir A,98.0,1.178,1.201,0.88,32.24,4.38,1.09,320.0,1.096,0.121,monsoon,6,19.076,72.8777
2024-07-01,RES-A,Reservoir A,97.863,1.037,1.48,1.46,26.79,3.46,1.82,320.0,1.32,0.16,monsoon,7,19.076,72.8777
2024-07-02,RES-A,Reservoir A,98.0,7.343,1.378,12.56,28.85,3.65,14.64,320.0,1.238,0.696,monsoon,7,19.076,72.8777
2024-07-03,RES-A,Reservoir A,98.0,2.882,1.368,6.19,28.8,3.73,7.07,320.0,1.141,0.399,monsoon,7,19.076,72.8777
2024-07-04,RES-A,Reservoir A,98.0,5.373,1.134,9.66,28.46,3.98,10.82,320.0,0.967,0.564,monsoon,7,19.076,72.8777
2024-07-05,RES-A,Reservoir A,98.0,3.865,1.28,6.64,28.67,3.93,7.81,320.0,1.12,0.435,monsoon,7,19.076,72.8777
2024-07-06,RES-A,Reservoir A,98.0,2.288,1.394,2.93,28.36,3.97,3.32,320.0,1.199,0.246,monsoon,7,19.076,72.8777
2024-07-07,RES-A,Reservoir A,97.641,1.614,1.271,1.24,30.44,4.3,1.54,320.0,1.066,0.147,monsoon,7,19.076,72.8777
2024-07-08,RES-A,Reservoir A,97.97,1.374,1.166,0.37,27.9,3.66,0.4,320.0,0.977,0.057,monsoon,7,19.076,72.8777
2024-07-09,RES-A,Reservoir A,98.0,10.928,1.001,21.19,27.63,4.26,23.76,320.0,0.78,1.193,monsoon,7,19.076,72.8777
2024-07-10,RES-A,Reservoir A,98.0,1.286,1.159,0.57,27.1,3.67,0.65,320.0,0.978,0.104,monsoon,7,19.076,72.8777
2024-07-11,RES-A,Reservoir A,98.0,8.991,0.487,16.56,26.76,3.58,18.71,320.0,0.329,0.906,monsoon,7,19.076,72.8777
2024-07-12,RES-A,Reservoir A,98.0,3.084,1.022,5.87,26.51,3.83,6.66,320.0,0.81,0.363,monsoon,7,19.076,72.8777
2024-07-13,RES-A,Reservoir A,98.0,4.853,1.245,6.83,26.93,3.18,8.19,320.0,1.1,0.407,monsoon,7,19.076,72.8777
2024-07-14,RES-A,Reservoir A,98.0,3.461,0.609,6.43,27.92,3.61,7.39,320.0,0.457,0.448,monsoon,7,19.076,72.8777
2024-07-15,RES-A,Reservoir A,98.0,5.235,0.862,8.66,28.4,4.2,10.32,320.0,0.626,0.554,monsoon,7,19.076,72.8777
2024-07-16,RES-A,Reservoir A,98.0,2.046,0.881,2.23,28.06,3.35,2.74,320.0,0.65,0.205,monsoon,7,19.076,72.8777
2024-07-17,RES-A,Reservoir A,98.0,0.971,0.732,0.15,27.08,4.09,0.18,320.0,0.582,0.084,monsoon,7,19.076,72.8777
2024-07-18,RES-A,Reservoir A,97.86,2.046,0.945,2.86,29.08,4.44,3.44,320.0,0.818,0.241,monsoon,7,19.076,72.8777
2024-07-19,RES-A,Reservoir A,98.0,5.044,0.978,8.03,28.89,3.86,9.27,320.0,0.754,0.484,monsoon,7,19.076,72.8777
2024-07-20,RES-A,Reservoir A,97.128,0.981,0.927,1.48,27.81,3.92,1.67,320.0,0.737,0.148,monsoon,7,19.076,72.8777
2024-07-21,RES-A,Reservoir A,98.0,7.17,1.038,13.0,27.22,4.1,14.92,320.0,0.873,0.74,monsoon,7,19.076,72.8777
2024-07-22,RES-A,Reservoir A,98.0,2.945,0.935,4.69,28.66,3.8,5.84,320.0,0.801,0.301,monsoon,7,19.076,72.8777
2024-07-23,RES-A,Reservoir A,97.853,1.209,1.492,1.3,28.23,4.15,1.56,320.0,1.325,0.153,monsoon,7,19.076,72.8777
2024-07-24,RES-A,Reservoir A,98.0,3.962,1.072,6.13,26.26,3.45,7.0,320.0,0.923,0.393,monsoon,7,19.076,72.8777
2024-07-25,RES-A,Reservoir A,98.0,5.081,1.098,7.91,27.92,3.71,9.24,320.0,0.981,0.494,monsoon,7,19.076,72.8777
2024-07-26,RES-A,Reservoir A,98.0,4.875,0.902,8.42,28.31,3.66,10.32,320.0,0.745,0.483,monsoon,7,19.076,72.8777
2024-07-27,RES-A,Reservoir A,98.0,7.31,1.129,12.57,26.92,3.83,15.09,320.0,0.965,0.73,monsoon,7,19.076,72.8777
2024-07-28,RES-A,Reservoir A,97.971,1.203,1.389,0.78,28.23,4.23,0.92,320.0,1.258,0.092,monsoon,7,19.076,72.8777
2024-07-29,RES-A,Reservoir A,98.0,6.764,1.111,12.59,26.25,3.6,15.52,320.0,0.916,0.692,monsoon,7,19.076,72.8777
2024-07-30,RES-A,Reservoir A,98.0,7.429,1.029,13.55,29.6,3.67,16.27,320.0,0.814,0.741,monsoon,7,19.076,72.8777
2024-07-31,RES-A,Reservoir A,97.974,1.311,1.352,1.24,29.5,3.71,1.49,320.0,1.153,0.11,monsoon,7,19.076,72.8777
2024-08-01,RES-A,Reservoir A,98.0,1.349,1.49,1.62,23.7,3.46,1.82,320.0,1.354,0.191,monsoon,8,19.076,72.8777
2024-08-02,RES-A,Reservoir A,98.0,5.882,1.332,10.08,24.44,3.99,11.25,320.0,1.144,0.555,monsoon,8,19.076,72.8777
2024-08-03,RES-A,Reservoir A,97.873,2.635,1.22,3.51,21.11,3.15,4.37,320.0,1.066,0.234,monsoon,8,19.076,72.8777
2024-08-04,RES-A,Reservoir A,98.0,7.765,0.895,15.19,22.61,3.1,18.07,320.0,0.807,0.877,monsoon,8,19.076,72.8777
2024-08-05,RES-A,Reservoir A,98.0,9.415,1.298,18.65,23.65,3.57,21.67,320.0,1.115,0.995,monsoon,8,19.076,72.8777
2024-08-06,RES-A,Reservoir A,98.0,1.593,1.258,1.3,22.71,3.15,1.55,320.0,1.101,0.139,monsoon,8,19.076,72.8777
2024-08-07,RES-A,Reservoir A,97.922,1.576,0.964,2.17,24.86,3.37,2.41,320.0,0.685,0.158,monsoon,8,19.076,72.8777
2024-08-08,RES-A,Reservoir A,98.0,3.812,1.293,5.84,26.4,3.38,7.14,320.0,1.07,0.397,monsoon,8,19.076,72.8777
2024-08-09,RES-A,Reservoir A,98.0,1.141,1.148,0.14,22.59,3.63,0.16,320.0,0.963,0.112,monsoon,8,19.076,72.8777
2024-08-10,RES-A,Reservoir A,97.634,0.549,1.131,0.39,23.0,2.5,0.48,320.0,0.968,0.122,monsoon,8,19.076,72.8777
2024-08-11,RES-A,Reservoir A,97.141,1.236,0.999,1.88,24.28,3.65,2.22,320.0,0.841,0.19,monsoon,8,19.076,72.8777
2024-08-12,RES-A,Reservoir A,98.0,13.068,0.912,23.78,25.93,3.47,27.14,320.0,0.812,1.271,monsoon,8,19.076,72.8777
2024-08-13,RES-A,Reservoir A,98.0,4.197,0.825,6.7,22.53,3.08,7.4,320.0,0.762,0.399,monsoon,8,19.076,72.8777
2024-08-14,RES-A,Reservoir A,98.0,1.957,0.899,2.62,24.3,3.92,3.2,320.0,0.793,0.186,monsoon,8,19.076,72.8777
2024-08-15,RES-A,Reservoir A,97.981,1.257,0.526,1.6,26.19,3.43,1.8,320.0,0.379,0.199,monsoon,8,19.076,72.8777
2024-08-16,RES-A,Reservoir A,98.0,1.218,0.471,1.22,22.02,2.94,1.35,320.0,0.426,0.164,monsoon,8,19.076,72.8777
2024-08-17,RES-A,Reservoir A,98.0,1.797,0.675,2.84,22.46,3.16,3.45,320.0,0.552,0.201,monsoon,8,19.076,72.8777
2024-08-18,RES-A,Reservoir A,98.0,2.42,0.802,2.66,23.49,3.44,3.07,320.0,0.664,0.214,monsoon,8,19.076,72.8777
2024-08-19,RES-A,Reservoir A,98.0,2.6,0.912,4.2,23.38,3.17,4.87,320.0,0.772,0.281,monsoon,8,19.076,72.8777
2024-08-20,RES-A,Reservoir A,98.0,5.234,0.919,8.25,24.98,3.02,9.38,320.0,0.802,0.459,monsoon,8,19.076,72.8777
2024-08-21,RES-A,Reservoir A,98.0,3.096,1.099,4.89,24.29,3.16,6.01,320.0,0.966,0.33,monsoon,8,19.076,72.8777
2024-08-22,RES-A,Reservoir A,98.0,5.643,1.256,10.59,21.87,3.51,12.13,320.0,1.02,0.597,monsoon,8,19.076,72.8777
2024-08-23,RES-A,Reservoir A,98.0,2.564,0.952,3.9,24.62,3.48,4.41,320.0,0.769,0.246,monsoon,8,19.076,72.8777
2024-08-24,RES-A,Reservoir A,98.0,9.601,1.11,19.77,23.31,3.43,22.66,320.0,0.988,1.024,monsoon,8,19.076,72.8777
2024-08-25,RES-A,Reservoir A,98.0,5.848,1.021,10.38,25.53,3.49,11.73,320.0,0.875,0.552,monsoon,8,19.076,72.8777
2024-08-26,RES-A,Reservoir A,98.0,3.955,1.167,6.54,23.25,3.09,7.5,320.0,1.019,0.396,monsoon,8,19.076,72.8777
2024-08-27,RES-A,Reservoir A,98.0,5.135,1.246,8.28,23.24,3.79,9.21,320.0,1.134,0.491,monsoon,8,19.076,72.8777
2024-08-28,RES-A,Reservoir A,98.0,1.576,0.717,2.93,24.65,3.4,3.29,320.0,0.605,0.2,monsoon,8,19.076,72.8777
2024-08-29,RES-A,Reservoir A,98.0,3.245,1.7,4.13,24.92,3.36,4.81,320.0,1.499,0.306,monsoon,8,19.076,72.8777
2024-08-30,RES-A,Reservoir A,98.0,3.068,1.363,3.97,24.54,3.77,4.89,320.0,1.234,0.277,monsoon,8,19.076,72.8777
2024-08-31,RES-A,Reservoir A,98.0,2.348,1.155,2.27,21.98,2.92,2.52,320.0,1.059,0.211,monsoon,8,19.076,72.8777
2024-09-01,RES-A,Reservoir A,97.889,1.243,1.575,0.94,21.72,2.93,1.07,320.0,1.427,0.122,monsoon,9,19.076,72.8777
2024-09-02,RES-A,Reservoir A,98.0,5.482,1.22,8.67,19.83,2.88,10.72,320.0,1.064,0.49,monsoon,9,19.076,72.8777
2024-09-03,RES-A,Reservoir A,98.0,6.285,1.157,12.03,21.35,3.06,14.84,320.0,1.106,0.685,monsoon,9,19.076,72.8777
2024-09-04,RES-A,Reservoir A,98.0,4.833,1.122,7.62,19.36,2.9,9.16,320.0,0.974,0.423,monsoon,9,19.076,72.8777
2024-09-05,RES-A,Reservoir A,98.0,2.923,1.443,4.87,21.61,3.72,5.54,320.0,1.249,0.34,monsoon,9,19.076,72.8777
2024-09-06,RES-A,Reservoir A,98.0,13.477,1.109,26.88,20.1,3.01,31.27,320.0,0.936,1.396,monsoon,9,19.076,72.8777
2024-09-07,RES-A,Reservoir A,98.0,1.673,1.184,2.58,19.53,2.13,2.92,320.0,0.922,0.237,monsoon,9,19.076,72.8777
2024-09-08,RES-A,Reservoir A,98.0,4.103,1.241,6.74,21.93,3.23,7.55,320.0,1.029,0.407,monsoon,9,19.076,72.8777
2024-09-09,RES-A,Reservoir A,98.0,7.154,1.109,13.49,21.36,3.07,15.6,320.0,0.886,0.786,monsoon,9,19.076,72.8777
2024-09-10,RES-A,Reservoir A,97.646,1.628,1.035,1.41,20.34,2.95,1.67,320.0,0.745,0.117,monsoon,9,19.076,72.8777
2024-09-11,RES-A,Reservoir A,98.0,4.726,1.069,9.26,22.81,3.31,10.69,320.0,0.881,0.523,monsoon,9,19.076,72.8777
2024-09-12,RES-A,Reservoir A,98.0,10.349,1.222,20.78,20.54,2.96,24.76,320.0,1.064,1.13,monsoon,9,19.076,72.8777
2024-09-13,RES-A,Reservoir A,98.0,3.876,0.909,5.28,21.11,3.02,6.04,320.0,0.71,0.379,monsoon,9,19.076,72.8777
2024-09-14,RES-A,Reservoir A,98.0,4.167,0.791,6.2,21.39,3.25,7.14,320.0,0.669,0.44,monsoon,9,19.076,72.8777
2024-09-15,RES-A,Reservoir A,98.0,1.726,0.832,2.6,20.33,2.78,3.17,320.0,0.677,0.211,monsoon,9,19.076,72.8777
2024-09-16,RES-A,Reservoir A,98.0,4.883,0.976,8.19,21.64,2.81,10.09,320.0,0.859,0.545,monsoon,9,19.076,72.8777
2024-09-17,RES-A,Reservoir A,98.0,2.242,0.764,2.21,20.43,3.86,2.53,320.0,0.594,0.182,monsoon,9,19.076,72.8777
2024-09-18,RES-A,Reservoir A,98.0,3.412,0.79,4.98,20.58,2.75,5.91,320.0,0.672,0.362,monsoon,9,19.076,72.8777
2024-09-19,RES-A,Reservoir A,98.0,1.231,0.638,0.77,22.71,3.25,0.88,320.0,0.522,0.09,monsoon,9,19.076,72.8777
2024-09-20,RES-A,Reservoir A,98.0,2.76,0.791,3.23,19.82,2.43,3.57,320.0,0.621,0.254,monsoon,9,19.076,72.8777
2024-09-21,RES-A,Reservoir A,98.0,2.119,0.913,3.17,18.18,2.72,3.84,320.0,0.77,0.168,monsoon,9,19.076,72.8777
2024-09-22,RES-A,Reservoir A,98.0,2.543,0.945,3.54,23.0,2.98,3.98,320.0,0.892,0.223,monsoon,9,19.076,72.8777
2024-09-23,RES-A,Reservoir A,98.0,5.782,1.295,10.11,24.13,3.26,11.77,320.0,1.217,0.6,monsoon,9,19.076,72.8777
2024-09-24,RES-A,Reservoir A,98.0,6.785,1.175,12.31,20.59,3.28,14.44,320.0,1.082,0.656,monsoon,9,19.076,72.8777
2024-09-25,RES-A,Reservoir A,98.0,4.097,1.016,7.0,18.75,2.89,7.9,320.0,0.91,0.443,monsoon,9,19.076,72.8777
2024-09-26,RES-A,Reservoir A,98.0,5.482,1.147,9.52,20.7,3.15,10.61,320.0,0.977,0.583,monsoon,9,19.076,72.8777
2024-09-27,RES-A,Reservoir A,98.0,1.935,1.484,2.28,20.73,2.46,2.63,320.0,1.323,0.179,monsoon,9,19.076,72.8777
2024-09-28,RES-A,Reservoir A,98.0,1.267,1.51,1.67,20.84,3.55,2.08,320.0,1.307,0.134,monsoon,9,19.076,72.8777
2024-09-29,RES-A,Reservoir A,98.0,5.212,1.34,8.34,19.74,2.51,9.94,320.0,1.153,0.483,monsoon,9,19.076,72.8777
2024-09-30,RES-A,Reservoir A,98.0,1.139,1.286,1.38,21.77,3.57,1.6,320.0,1.082,0.12,monsoon,9,19.076,72.8777
2024-10-01,RES-A,Reservoir A,97.797,0.851,1.487,0.26,20.63,3.28,0.29,320.0,1.307,0.09,autumn,10,19.076,72.8777
2024-10-02,RES-A,Reservoir A,97.423,0.892,1.128,0.39,18.21,2.86,0.47,320.0,0.968,0.103,autumn,10,19.076,72.8777
2024-10-03,RES-A,Reservoir A,97.462,1.083,1.35,0.32,20.84,2.74,0.36,320.0,1.145,0.087,autumn,10,19.076,72.8777
2024-10-04,RES-A,Reservoir A,97.142,0.38,1.584,0.65,22.46,3.24,0.77,320.0,1.388,0.163,autumn,10,19.076,72.8777
2024-10-05,RES-A,Reservoir A,97.092,1.149,1.201,0.07,20.21,2.78,0.09,320.0,1.032,0.062,autumn,10,19.076,72.8777
2024-10-06,RES-A,Reservoir A,97.06,0.997,1.049,0.88,19.6,2.86,1.02,320.0,0.836,0.166,autumn,10,19.076,72.8777
2024-10-07,RES-A,Reservoir A,97.129,1.343,0.994,0.24,19.83,2.8,0.27,320.0,0.962,0.061,autumn,10,19.076,72.8777
2024-10-08,RES-A,Reservoir A,96.951,0.753,0.913,0.25,20.74,2.38,0.27,320.0,0.778,0.094,autumn,10,19.076,72.8777
2024-10-09,RES-A,Reservoir A,97.046,0.869,0.724,0.18,17.92,2.99,0.19,320.0,0.589,0.124,autumn,10,19.076,72.8777
2024-10-10,RES-A,Reservoir A,97.068,1.842,1.066,0.75,20.2,2.9,0.88,320.0,0.858,0.152,autumn,10,19.076,72.8777
2024-10-11,RES-A,Reservoir A,97.907,0.831,1.11,0.26,19.53,2.7,0.32,320.0,0.882,0.08,autumn,10,19.076,72.8777
2024-10-12,RES-A,Reservoir A,97.602,1.325,0.714,0.19,22.22,3.0,0.21,320.0,0.637,0.106,autumn,10,19.076,72.8777
2024-10-13,RES-A,Reservoir A,97.471,1.062,0.826,0.5,19.79,2.98,0.6,320.0,0.606,0.118,autumn,10,19.076,72.8777
2024-10-14,RES-A,Reservoir A,97.477,1.197,0.599,0.51,22.0,2.87,0.61,320.0,0.507,0.089,autumn,10,19.076,72.8777
2024-10-15,RES-A,Reservoir A,98.0,0.922,0.722,0.2,18.68,2.06,0.22,320.0,0.629,0.108,autumn,10,19.076,72.8777
2024-10-16,RES-A,Reservoir A,97.813,1.568,0.716,0.96,20.7,3.11,1.08,320.0,0.578,0.184,autumn,10,19.076,72.8777
2024-10-17,RES-A,Reservoir A,97.963,0.678,0.666,0.24,20.38,3.1,0.28,320.0,0.532,0.106,autumn,10,19.076,72.8777
2024-10-18,RES-A,Reservoir A,97.962,0.778,1.07,0.65,18.96,2.71,0.78,320.0,0.998,0.129,autumn,10,19.076,72.8777
2024-10-19,RES-A,Reservoir A,97.973,0.663,1.006,0.17,20.21,2.58,0.2,320.0,0.823,0.109,autumn,10,19.076,72.8777
2024-10-20,RES-A,Reservoir A,98.0,1.213,1.068,0.76,21.46,3.1,0.92,320.0,0.884,0.074,autumn,10,19.076,72.8777
2024-10-21,RES-A,Reservoir A,98.0,1.091,1.183,0.74,19.61,2.41,0.91,320.0,0.981,0.131,autumn,10,19.076,72.8777
2024-10-22,RES-A,Reservoir A,97.908,1.362,1.144,0.63,17.97,2.35,0.77,320.0,1.016,0.081,autumn,10,19.076,72.8777
2024-10-23,RES-A,Reservoir A,98.0,1.656,1.038,0.8,19.98,2.67,1.0,320.0,0.89,0.102,autumn,10,19.076,72.8777
2024-10-24,RES-A,Reservoir A,97.192,0.671,1.191,0.43,18.92,3.02,0.52,320.0,1.043,0.166,autumn,10,19.076,72.8777
2024-10-25,RES-A,Reservoir A,97.02,0.594,1.241,0.1,19.59,2.74,0.13,320.0,1.007,0.078,autumn,10,19.076,72.8777
2024-10-26,RES-A,Reservoir A,96.522,0.475,1.16,0.36,19.9,2.75,0.44,320.0,1.152,0.076,autumn,10,19.076,72.8777
2024-10-27,RES-A,Reservoir A,96.549,1.569,1.27,0.12,17.95,3.24,0.14,320.0,1.168,0.12,autumn,10,19.076,72.8777
2024-10-28,RES-A,Reservoir A,95.927,1.145,1.231,0.48,18.06,2.77,0.59,320.0,1.08,0.076,autumn,10,19.076,72.8777
2024-10-29,RES-A,Reservoir A,96.046,0.997,1.045,0.06,20.58,3.07,0.07,320.0,0.949,0.07,autumn,10,19.076,72.8777
2024-10-30,RES-A,Reservoir A,95.216,0.539,1.308,0.42,19.37,2.71,0.49,320.0,1.171,0.139,autumn,10,19.076,72.8777
2024-10-31,RES-A,Reservoir A,95.138,0.839,1.251,0.08,16.92,2.35,0.09,320.0,1.107,0.085,autumn,10,19.076,72.8777
2024-11-01,RES-A,Reservoir A,94.779,1.198,0.95,0.44,22.01,2.49,0.52,320.0,0.833,0.055,autumn,11,19.076,72.8777
2024-11-02,RES-A,Reservoir A,94.622,1.732,1.315,2.05,21.4,3.36,2.52,320.0,1.162,0.199,autumn,11,19.076,72.8777
2024-11-03,RES-A,Reservoir A,95.049,1.46,1.373,0.57,20.22,3.06,0.67,320.0,1.192,0.097,autumn,11,19.076,72.8777
2024-11-04,RES-A,Reservoir A,95.316,1.701,1.519,0.18,19.49,2.79,0.22,320.0,1.381,0.135,autumn,11,19.076,72.8777
2024-11-05,RES-A,Reservoir A,95.558,0.536,1.021,0.14,22.07,3.11,0.17,320.0,0.893,0.069,autumn,11,19.076,72.8777
2024-11-06,RES-A,Reservoir A,95.983,0.577,0.961,0.27,21.49,3.3,0.34,320.0,0.819,0.125,autumn,11,19.076,72.8777
2024-11-07,RES-A,Reservoir A,95.667,0.668,0.831,0.36,23.93,2.91,0.41,320.0,0.682,0.151,autumn,11,19.076,72.8777
2024-11-08,RES-A,Reservoir A,96.404,1.593,0.893,0.46,21.58,2.91,0.56,320.0,0.83,0.078,autumn,11,19.076,72.8777
2024-11-09,RES-A,Reservoir A,95.975,1.237,0.956,0.15,21.54,2.74,0.18,320.0,0.783,0.081,autumn,11,19.076,72.8777
2024-11-10,RES-A,Reservoir A,96.32,1.003,0.72,0.5,20.87,3.54,0.62,320.0,0.593,0.117,autumn,11,19.076,72.8777
2024-11-11,RES-A,Reservoir A,96.132,0.858,0.87,0.09,22.05,3.41,0.11,320.0,0.657,0.059,autumn,11,19.076,72.8777
2024-11-12,RES-A,Reservoir A,96.006,1.157,0.545,1.3,21.82,2.46,1.54,320.0,0.365,0.153,autumn,11,19.076,72.8777
2024-11-13,RES-A,Reservoir A,96.357,1.436,0.999,0.66,22.57,2.75,0.78,320.0,0.79,0.106,autumn,11,19.076,72.8777
2024-11-14,RES-A,Reservoir A,96.743,0.826,0.635,0.32,20.45,2.91,0.36,320.0,0.536,0.089,autumn,11,19.076,72.8777
2024-11-15,RES-A,Reservoir A,97.128,0.995,0.788,0.57,20.55,2.82,0.71,320.0,0.657,0.11,autumn,11,19.076,72.8777
2024-11-16,RES-A,Reservoir A,97.356,1.055,0.557,0.08,20.5,2.56,0.1,320.0,0.469,0.086,autumn,11,19.076,72.8777
2024-11-17,RES-A,Reservoir A,97.549,1.22,0.742,0.98,22.02,3.73,1.18,320.0,0.627,0.134,autumn,11,19.076,72.8777
2024-11-18,RES-A,Reservoir A,97.847,1.294,0.924,1.16,22.87,3.34,1.41,320.0,0.711,0.12,autumn,11,19.076,72.8777
2024-11-19,RES-A,Reservoir A,97.893,0.857,1.021,0.11,20.52,3.1,0.13,320.0,0.797,0.069,autumn,11,19.076,72.8777
2024-11-20,RES-A,Reservoir A,98.0,1.088,1.013,0.02,20.56,2.76,0.02,320.0,0.92,0.077,autumn,11,19.076,72.8777
2024-11-21,RES-A,Reservoir A,98.0,1.484,1.243,0.22,21.45,3.29,0.25,320.0,1.116,0.09,autumn,11,19.076,72.8777
2024-11-22,RES-A,Reservoir A,98.0,1.281,1.208,0.55,20.78,2.88,0.68,320.0,1.062,0.095,autumn,11,19.076,72.8777
2024-11-23,RES-A,Reservoir A,97.64,1.966,1.325,1.79,22.21,3.08,2.11,320.0,1.146,0.179,autumn,11,19.076,72.8777
2024-11-24,RES-A,Reservoir A,97.426,0.83,1.326,0.2,18.37,2.89,0.23,320.0,1.264,0.036,autumn,11,19.076,72.8777
2024-11-25,RES-A,Reservoir A,96.753,0.651,1.241,0.2,20.08,2.42,0.24,320.0,1.171,0.068,autumn,11,19.076,72.8777
2024-11-26,RES-A,Reservoir A,96.77,1.06,1.285,0.06,20.13,3.4,0.07,320.0,1.111,0.075,autumn,11,19.076,72.8777
2024-11-27,RES-A,Reservoir A,97.35,1.363,1.342,1.01,18.29,2.75,1.24,320.0,1.289,0.105,autumn,11,19.076,72.8777
2024-11-28,RES-A,Reservoir A,97.081,1.068,1.437,1.56,19.92,3.27,1.79,320.0,1.31,0.207,autumn,11,19.076,72.8777
2024-11-29,RES-A,Reservoir A,96.903,0.703,1.404,0.04,19.97,2.57,0.04,320.0,1.246,0.082,autumn,11,19.076,72.8777
2024-11-30,RES-A,Reservoir A,97.072,0.794,1.09,0.05,20.83,2.72,0.05,320.0,0.92,0.088,autumn,11,19.076,72.8777
2024-12-01,RES-A,Reservoir A,96.203,0.696,1.133,0.15,25.34,3.19,0.18,320.0,0.99,0.073,winter,12,19.076,72.8777
2024-12-02,RES-A,Reservoir A,96.237,1.868,1.176,1.11,23.71,3.42,1.3,320.0,1.045,0.135,winter,12,19.076,72.8777
2024-12-03,RES-A,Reservoir A,96.622,2.163,1.356,2.4,22.76,3.25,2.92,320.0,1.164,0.164,winter,12,19.076,72.8777
2024-12-04,RES-A,Reservoir A,95.671,1.388,1.163,0.22,23.93,3.23,0.25,320.0,0.998,0.086,winter,12,19.076,72.8777
2024-12-05,RES-A,Reservoir A,95.322,1.236,1.24,0.7,25.26,3.23,0.8,320.0,1.123,0.087,winter,12,19.076,72.8777
2024-12-06,RES-A,Reservoir A,95.641,1.048,1.249,0.45,22.83,2.86,0.51,320.0,1.097,0.094,winter,12,19.076,72.8777
2024-12-07,RES-A,Reservoir A,95.765,0.532,1.197,0.12,22.91,3.23,0.14,320.0,1.028,0.009,winter,12,19.076,72.8777
2024-12-08,RES-A,Reservoir A,95.819,1.002,1.215,0.4,24.67,3.32,0.49,320.0,0.979,0.066,winter,12,19.076,72.8777
2024-12-09,RES-A,Reservoir A,96.368,1.518,0.787,1.46,23.73,3.14,1.64,320.0,0.598,0.197,winter,12,19.076,72.8777
2024-12-10,RES-A,Reservoir A,96.341,0.679,0.997,0.72,24.78,3.94,0.89,320.0,0.787,0.141,winter,12,19.076,72.8777
2024-12-11,RES-A,Reservoir A,96.623,0.981,0.712,0.75,23.98,3.35,0.86,320.0,0.592,0.157,winter,12,19.076,72.8777
2024-12-12,RES-A,Reservoir A,96.664,1.022,0.539,0.68,24.84,3.86,0.76,320.0,0.415,0.156,winter,12,19.076,72.8777
